hours_operated,temperature,vibration,oil_pressure,rpm,load,health_label,RUL
3922.6,104.4,7.49,38.9,1001.0,78.0,Warning,561.1
157.8,88.2,3.0,56.6,2101.0,36.3,Healthy,1143.9
9058.6,115.7,13.47,21.5,1251.0,58.4,Failure,199.8
958.3,100.1,4.92,52.6,1710.0,75.3,Healthy,848.5
3227.2,98.9,7.3,42.2,2220.0,42.3,Warning,714.0
9503.1,120.3,14.29,17.0,1876.0,69.8,Failure,217.1
9508.5,116.4,13.65,22.2,1699.0,71.7,Failure,199.6
5755.7,97.4,8.37,36.7,1387.0,36.4,Warning,568.6
6336.8,111.9,9.64,34.4,1400.0,64.6,Warning,329.2
4512.0,113.0,9.19,34.2,1904.0,79.0,Warning,438.1
2967.4,100.6,7.53,43.9,2391.0,59.9,Warning,668.9
3320.2,93.0,7.02,43.6,1893.0,25.8,Warning,875.0
6741.6,98.6,10.28,34.0,1737.0,25.6,Warning,524.0
7536.1,114.5,12.05,23.7,1996.0,50.0,Failure,228.2
7926.2,120.9,12.53,21.8,1598.0,89.8,Failure,202.0
7906.7,112.1,10.68,23.5,990.0,41.0,Failure,262.5
957.5,92.1,5.02,53.2,1743.0,69.4,Healthy,1091.2
4969.5,101.2,8.91,40.2,2336.0,40.5,Warning,530.3
622.7,87.9,3.44,50.1,1163.0,47.5,Healthy,1086.1
5517.8,114.3,10.34,35.5,1935.0,84.4,Warning,265.1
4443.2,103.4,8.47,44.2,1201.0,76.0,Warning,632.2
8882.7,105.9,12.94,25.6,1704.0,31.7,Failure,244.2
3541.6,99.5,7.24,41.0,1045.0,55.0,Warning,634.0
1214.8,88.4,4.01,60.5,1576.0,27.0,Healthy,1092.8
1472.8,92.3,5.5,47.0,2034.0,58.7,Healthy,854.2
7627.0,117.7,12.07,25.5,1421.0,71.4,Failure,196.7
6201.3,106.7,9.46,34.3,1897.0,33.3,Warning,440.1
1056.2,92.1,4.7,55.7,2093.0,45.2,Healthy,1012.0
886.9,93.9,3.97,53.1,2291.0,52.8,Healthy,1042.2
7024.6,116.5,11.97,25.4,1252.0,89.4,Failure,183.2
774.0,96.2,4.47,47.7,1499.0,94.5,Healthy,978.3
8227.5,104.0,11.37,27.3,1129.0,28.1,Failure,248.4
7077.1,109.5,11.7,25.8,2389.0,78.3,Failure,220.3
859.4,96.2,4.67,52.1,2291.0,51.0,Healthy,984.8
894.1,85.7,4.15,52.3,1710.0,52.5,Healthy,1129.3
9867.1,129.0,14.31,12.2,2163.0,77.8,Failure,130.3
3774.0,106.1,8.4,42.1,1681.0,89.3,Warning,518.1
3737.9,107.5,8.12,37.5,1835.0,91.6,Warning,624.1
8137.4,109.3,12.38,22.4,1034.0,65.4,Failure,207.9
9475.1,115.0,13.74,20.7,2033.0,50.0,Failure,192.4
9860.7,124.8,14.49,16.8,1092.0,80.1,Failure,189.3
7546.1,100.7,11.12,25.8,2139.0,42.6,Warning,446.5
3793.8,107.9,7.65,40.6,2073.0,64.5,Warning,534.6
880.8,92.9,4.06,49.9,1963.0,50.1,Healthy,1063.3
7782.6,107.2,12.07,31.1,954.0,71.0,Failure,228.2
5606.1,96.8,9.53,38.5,1355.0,41.8,Warning,525.6
4271.0,101.7,6.95,39.7,1295.0,38.4,Warning,632.5
9068.2,117.7,14.34,18.1,1440.0,89.3,Failure,153.6
1156.4,80.6,2.65,54.5,1031.0,32.1,Healthy,1252.1
4951.6,110.7,8.72,37.3,2305.0,60.4,Warning,396.4
163.0,87.8,2.69,56.2,1731.0,40.5,Healthy,1265.1
4713.2,91.7,6.99,41.1,1358.0,27.7,Warning,761.7
610.2,84.8,2.46,56.2,1495.0,27.5,Healthy,1264.6
1232.2,84.6,4.23,52.1,1571.0,37.3,Healthy,1088.8
1219.4,103.6,5.32,46.9,1801.0,85.7,Healthy,821.5
6509.6,108.8,10.28,26.7,1674.0,44.8,Warning,293.9
7473.1,122.4,13.01,26.5,2279.0,91.5,Failure,176.0
5854.5,109.0,10.02,33.7,1645.0,65.7,Warning,351.1
9623.6,125.3,14.53,16.5,2388.0,55.6,Failure,141.6
3780.0,104.1,7.93,45.2,2177.0,65.6,Warning,614.2
2892.8,92.5,5.79,45.9,1213.0,61.2,Healthy,757.7
8692.6,122.7,14.17,18.2,2296.0,78.1,Failure,209.9
2274.8,98.0,4.86,49.6,1075.0,44.8,Healthy,883.2
9634.1,113.2,13.59,21.9,2126.0,49.7,Failure,229.8
170.9,94.6,4.03,53.6,1471.0,87.6,Healthy,1132.3
9700.3,127.9,14.77,14.9,2217.0,91.3,Failure,121.3
479.4,99.6,4.72,51.9,2202.0,87.5,Healthy,902.6
8916.9,112.3,13.42,22.5,2109.0,54.4,Failure,271.1
5300.6,115.0,10.06,34.4,2085.0,79.6,Warning,404.3
9930.0,124.4,13.67,12.7,1357.0,58.3,Failure,164.1
784.3,90.3,3.6,51.8,1021.0,59.8,Healthy,1115.9
5560.9,97.3,9.27,41.6,1504.0,39.3,Warning,559.2
9694.6,111.2,14.05,18.3,1160.0,66.4,Failure,204.7
5254.8,102.1,9.58,36.0,1942.0,38.0,Warning,450.3
6312.5,108.1,10.31,31.4,1419.0,48.2,Warning,241.1
6972.7,119.7,12.53,23.5,2363.0,84.9,Failure,177.3
4572.7,99.2,7.43,34.6,1861.0,39.5,Warning,612.3
6294.2,101.0,10.11,34.2,2134.0,30.0,Warning,380.9
5863.9,93.7,8.66,37.8,1099.0,29.8,Warning,606.4
9016.5,127.3,14.14,18.2,2193.0,90.9,Failure,141.0
502.2,97.4,4.36,52.1,2284.0,60.5,Healthy,959.5
2845.6,91.2,6.67,46.5,1631.0,53.7,Healthy,911.8
9506.6,127.7,14.63,19.7,1809.0,81.8,Failure,170.0
8908.1,123.9,13.61,19.1,2047.0,83.5,Failure,180.1
4583.8,103.2,8.07,37.5,1162.0,48.3,Warning,610.2
6220.3,105.8,10.26,31.3,1654.0,73.6,Warning,377.3
2809.9,96.7,6.89,45.7,1498.0,79.0,Warning,857.7
1921.8,95.1,5.26,51.3,1120.0,70.8,Healthy,925.4
4663.8,98.7,7.64,38.6,1451.0,35.6,Warning,621.6
3565.9,109.4,7.81,39.4,1002.0,86.3,Warning,502.6
5857.4,106.6,8.98,34.4,939.0,62.7,Warning,426.1
823.5,85.9,4.29,51.8,1103.0,44.8,Healthy,1164.3
9745.2,115.5,13.63,19.9,2345.0,54.8,Failure,225.5
9862.8,115.2,13.18,17.3,1724.0,27.6,Failure,216.6
6996.7,103.5,10.96,27.5,2349.0,34.0,Warning,213.8
5384.2,114.5,9.89,33.7,1549.0,78.6,Warning,379.9
3129.8,89.0,5.68,46.4,1368.0,25.0,Healthy,812.0
8147.3,117.2,12.13,25.2,1659.0,54.2,Failure,239.9
6863.1,111.6,11.03,29.4,1559.0,61.6,Failure,238.5
1668.0,84.9,3.92,50.1,1058.0,28.8,Healthy,1145.4
9113.7,121.9,14.87,18.7,1861.0,93.1,Failure,137.6
8234.2,105.9,11.98,24.1,1224.0,40.8,Failure,264.6
9500.5,115.9,13.9,24.5,1829.0,46.3,Failure,161.7
7270.9,108.6,10.74,26.1,1875.0,46.3,Failure,231.6
6153.5,98.9,9.27,34.6,1128.0,41.1,Warning,453.1
4211.5,90.9,6.56,40.9,992.0,25.1,Warning,714.9
9330.6,121.8,13.86,20.4,2071.0,76.1,Failure,184.9
8667.3,113.8,13.79,20.9,1590.0,92.7,Failure,244.4
499.9,86.1,2.77,54.2,987.0,40.7,Healthy,1366.5
312.4,93.1,4.69,55.4,2392.0,71.4,Healthy,1065.8
3795.8,97.6,7.09,41.1,987.0,76.9,Warning,765.8
8115.0,113.5,13.74,25.3,1943.0,84.4,Failure,215.3
9873.4,113.3,14.15,17.4,2376.0,54.6,Failure,199.8
1546.6,85.0,4.53,48.5,1259.0,46.2,Healthy,1040.3
5961.6,99.4,9.56,35.5,1113.0,47.8,Warning,500.3
3839.9,108.6,7.34,38.2,1082.0,74.9,Warning,600.4
9700.6,119.0,14.71,19.6,1355.0,82.2,Failure,162.4
8429.1,106.9,11.18,26.3,1052.0,37.7,Failure,242.2
8391.4,114.2,13.1,25.2,1938.0,51.0,Failure,211.5
4713.5,107.2,8.81,31.8,993.0,88.1,Warning,480.0
4177.5,106.3,8.23,42.7,1664.0,81.5,Warning,542.0
2770.4,104.2,7.57,41.9,2395.0,93.9,Warning,653.8
610.9,102.7,5.07,52.0,2121.0,77.8,Healthy,1036.0
8654.0,119.7,12.54,20.6,1823.0,52.5,Failure,229.3
8138.4,107.2,11.96,26.7,1359.0,66.3,Failure,272.0
9997.2,117.7,14.64,14.6,1836.0,71.3,Failure,170.9
9966.5,110.7,13.11,22.4,1691.0,30.5,Failure,217.2
5576.5,102.5,10.2,34.3,1539.0,63.1,Warning,471.5
7701.4,114.3,11.6,25.7,1096.0,74.7,Failure,268.2
9450.4,111.3,13.84,24.2,2230.0,36.7,Failure,157.6
8504.0,125.5,13.21,17.7,1575.0,79.6,Failure,147.2
2511.1,100.7,5.56,43.4,1192.0,65.9,Healthy,883.9
4532.9,109.6,8.98,36.9,1452.0,91.7,Warning,450.6
1335.1,89.8,4.23,58.0,1521.0,28.0,Healthy,1054.6
9542.8,119.1,13.65,20.1,2141.0,43.6,Failure,156.3
6081.4,108.2,10.89,33.8,2000.0,67.1,Warning,304.0
2325.0,92.3,6.19,48.0,2054.0,45.8,Healthy,811.8
6733.4,109.4,11.02,34.5,917.0,75.0,Warning,400.4
6200.4,113.9,10.34,26.0,1524.0,78.1,Failure,245.6
3613.7,94.4,6.16,44.7,1622.0,32.2,Healthy,822.0
1179.9,85.1,3.96,48.4,929.0,61.0,Healthy,1128.3
6732.2,104.8,10.61,24.9,1290.0,60.6,Warning,324.1
5227.1,104.1,9.31,37.3,2040.0,50.8,Warning,532.6
7734.6,115.9,11.39,24.8,1106.0,90.3,Failure,253.7
5225.6,116.9,9.68,32.0,1703.0,82.9,Warning,277.7
8529.2,110.4,12.85,23.5,1223.0,73.8,Failure,210.8
5541.5,107.6,9.23,41.5,918.0,75.0,Warning,529.6
5631.3,108.8,9.73,33.5,1262.0,57.3,Warning,360.0
8772.7,132.0,14.33,19.6,2364.0,89.5,Failure,161.2
4064.7,104.9,8.95,37.4,2102.0,73.6,Warning,537.9
1383.5,102.1,5.6,48.7,2339.0,76.0,Healthy,905.6
336.4,98.5,4.7,50.9,1632.0,85.3,Healthy,865.7
7563.6,106.0,11.54,28.1,1065.0,44.2,Failure,265.9
6222.1,112.2,11.28,35.0,1722.0,81.5,Warning,271.6
7055.6,106.4,10.08,33.9,1582.0,38.7,Warning,401.2
2169.0,87.1,5.67,49.9,2167.0,49.2,Healthy,1035.6
1406.9,91.4,4.08,45.5,1047.0,48.5,Healthy,1095.6
194.7,98.4,4.57,50.7,1632.0,93.5,Healthy,1061.4
3538.3,102.5,7.79,47.3,1125.0,85.0,Warning,759.4
5919.7,115.8,9.7,30.5,1387.0,74.1,Warning,355.1
3952.8,103.8,8.33,42.2,2006.0,75.9,Warning,620.5
4402.9,101.8,7.45,42.6,1614.0,64.3,Warning,664.8
9046.4,128.5,14.53,18.5,1464.0,91.3,Failure,184.7
3515.1,96.3,6.89,40.9,1492.0,59.7,Warning,773.4
5164.2,100.5,8.79,31.3,1589.0,51.6,Warning,479.3
7847.3,108.1,11.52,29.9,2078.0,36.4,Failure,257.1
3995.6,111.1,9.05,35.8,2238.0,80.0,Warning,443.7
6239.8,114.7,9.9,30.6,2333.0,76.4,Warning,247.1
8630.5,109.7,12.88,21.5,2080.0,51.9,Failure,247.6
9497.7,106.3,12.73,23.1,1373.0,26.8,Failure,223.8
1513.4,98.6,5.58,47.9,1932.0,83.7,Healthy,1003.9
9269.5,107.8,13.3,24.9,1556.0,25.8,Failure,177.9
4946.6,107.0,8.54,33.0,1282.0,74.3,Warning,440.2
2619.5,108.2,7.66,45.1,2161.0,92.9,Warning,648.9
4618.4,92.9,8.01,38.8,958.0,55.6,Warning,729.4
9801.3,119.7,14.53,15.4,2253.0,41.4,Failure,180.1
4951.6,107.7,8.83,35.4,1592.0,74.3,Warning,480.4
3321.1,110.0,7.37,40.2,1856.0,82.2,Warning,537.8
6352.3,111.1,10.99,31.5,1889.0,63.3,Warning,219.7
2439.4,110.4,7.37,45.7,2243.0,92.7,Warning,664.9
804.8,87.9,2.94,54.2,1855.0,28.6,Healthy,1094.4
1332.4,99.3,4.7,49.1,1821.0,60.3,Healthy,900.1
1324.1,96.3,4.92,46.5,1000.0,75.3,Healthy,954.7
1561.4,99.8,6.04,49.4,1678.0,85.4,Healthy,802.2
1431.3,94.9,3.74,51.5,1125.0,37.5,Healthy,1134.9
6426.7,117.3,9.98,27.8,2006.0,81.0,Failure,276.8
1859.7,98.2,5.69,43.0,1668.0,63.7,Healthy,734.3
3489.4,94.9,6.67,47.3,1920.0,52.8,Healthy,767.3
8973.0,102.2,11.32,22.7,963.0,34.2,Failure,185.9
4765.9,107.5,7.69,34.2,1027.0,85.6,Warning,481.8
6692.2,105.4,10.62,33.3,1974.0,36.0,Warning,387.2
1764.6,87.3,4.59,47.9,1008.0,46.7,Healthy,1003.3
1963.3,90.2,4.63,46.1,1007.0,45.3,Healthy,1007.3
456.6,99.6,4.58,45.6,918.0,86.0,Healthy,825.5
1730.9,102.9,6.22,48.7,2335.0,72.1,Healthy,863.1
2822.0,100.0,7.82,42.2,2006.0,80.8,Warning,658.9
1811.3,90.0,4.19,57.8,1430.0,42.5,Healthy,1088.1
932.6,90.5,4.37,49.4,1345.0,68.7,Healthy,1031.2
1250.3,92.4,4.04,48.4,1425.0,65.0,Healthy,944.9
4634.7,108.4,9.18,34.7,2062.0,83.3,Warning,390.1
2103.0,101.6,6.41,45.8,1892.0,88.4,Warning,828.0
3674.5,86.5,6.47,44.8,1178.0,25.9,Healthy,906.8
5059.0,104.4,8.91,37.5,1161.0,72.2,Warning,558.0
6919.4,98.1,10.03,30.9,1048.0,28.6,Warning,436.7
441.2,82.8,4.33,51.7,1890.0,63.4,Healthy,1146.3
8004.1,118.1,12.87,21.0,2047.0,45.1,Failure,159.4
6297.6,107.1,9.57,27.3,1298.0,46.5,Warning,327.0
863.5,85.9,3.2,52.6,931.0,49.7,Healthy,1164.6
8742.1,113.9,12.87,22.0,1023.0,68.5,Failure,257.8
9212.7,112.1,13.29,20.9,2352.0,48.4,Failure,222.1
657.7,100.2,4.86,53.8,1343.0,76.3,Healthy,1062.3
2804.9,104.8,6.39,47.2,2054.0,53.3,Warning,784.0
8071.7,107.4,11.35,27.1,1837.0,29.8,Failure,226.6
7495.2,118.3,11.77,20.8,1473.0,79.9,Failure,216.3
1886.0,90.8,5.04,48.5,1209.0,45.0,Healthy,991.7
2133.0,88.0,5.14,47.7,1082.0,55.3,Healthy,930.2
3736.2,102.7,7.62,38.9,1823.0,73.0,Warning,607.0
4871.0,103.3,9.32,36.3,2062.0,48.3,Warning,483.3
6201.6,99.9,9.17,33.7,1866.0,29.0,Warning,557.0
3720.7,98.0,7.25,41.5,1695.0,51.2,Warning,616.3
4652.2,106.8,9.06,34.4,963.0,91.1,Warning,514.2
7487.3,115.9,11.6,26.8,2353.0,69.9,Failure,205.7
415.0,95.9,4.56,53.3,2098.0,72.0,Healthy,940.9
2561.7,94.3,5.76,43.7,1339.0,69.3,Healthy,925.6
7147.8,105.9,11.45,33.9,2370.0,38.9,Warning,338.3
8957.3,110.0,12.75,21.0,1803.0,54.3,Failure,245.5
5141.2,112.3,9.78,30.0,1774.0,77.6,Warning,362.5
5344.5,93.1,9.19,40.1,2022.0,32.1,Warning,712.3
1116.4,95.8,4.81,49.5,2118.0,44.4,Healthy,999.4
4501.8,105.1,8.14,39.9,1885.0,44.3,Warning,566.6
5349.5,100.6,8.66,30.6,1092.0,55.2,Warning,504.3
2462.6,94.2,6.5,48.6,1407.0,93.6,Healthy,940.7
2729.0,92.5,6.57,49.4,2292.0,29.7,Healthy,835.8
3804.0,99.1,7.01,37.8,1237.0,61.3,Warning,645.9
249.7,81.5,2.51,53.6,1458.0,37.6,Healthy,1240.5
3254.7,104.2,7.94,45.0,1548.0,92.9,Warning,564.4
2153.9,95.1,4.65,47.1,1559.0,32.9,Healthy,947.9
3308.6,100.9,6.53,41.1,1819.0,53.3,Warning,636.4
1241.6,96.7,4.95,43.7,2315.0,76.7,Healthy,897.3
8910.7,111.0,13.05,21.5,1261.0,74.3,Failure,232.6
5956.2,102.1,9.36,33.9,1082.0,54.6,Warning,440.4
6807.1,104.1,10.36,33.4,1196.0,49.3,Warning,451.1
7902.3,114.8,12.59,22.5,2230.0,52.8,Failure,177.0
5009.5,99.5,8.78,34.7,1869.0,43.5,Warning,590.2
914.9,88.6,3.54,54.9,1329.0,39.4,Healthy,1186.5
5394.2,113.7,9.45,36.5,2124.0,58.8,Warning,307.9
5889.1,108.1,9.95,30.2,2192.0,43.8,Warning,467.1
7467.1,109.7,12.01,31.4,2170.0,45.1,Failure,242.1
4345.0,106.6,8.83,38.0,2278.0,71.0,Warning,472.1
1319.4,98.2,5.18,50.8,1278.0,92.8,Healthy,849.6
2873.6,105.4,6.52,42.9,2033.0,67.3,Warning,694.3
3662.7,91.4,6.0,38.6,1591.0,30.4,Healthy,796.5
6476.9,104.0,10.3,33.3,2163.0,30.3,Warning,389.1
5729.2,114.7,10.87,33.7,1993.0,91.6,Warning,262.5
3593.2,97.0,7.42,41.1,2065.0,45.8,Warning,737.3
9865.8,107.6,13.56,21.1,1884.0,31.4,Failure,198.7
6077.5,107.7,10.45,32.0,1166.0,66.9,Warning,250.6
2410.4,98.8,6.05,38.4,1718.0,68.7,Warning,747.0
1062.7,100.1,5.6,53.8,2377.0,70.4,Healthy,786.8
1570.9,91.8,5.05,48.6,2306.0,43.7,Healthy,996.0
2497.3,91.0,4.56,50.2,965.0,26.1,Healthy,945.6
1648.8,96.7,5.88,47.1,1147.0,92.6,Healthy,883.6
1906.3,95.3,4.81,52.4,1098.0,42.6,Healthy,1062.3
2886.7,96.2,7.17,45.5,1989.0,72.3,Warning,737.6
1775.1,101.7,5.98,46.3,2127.0,74.5,Healthy,877.7
8972.8,116.8,13.11,19.3,1220.0,67.7,Failure,185.8
848.3,86.8,4.9,55.9,1659.0,46.9,Healthy,1203.2
5268.9,104.9,9.52,32.0,2161.0,44.0,Warning,405.5
4133.4,109.1,8.56,40.0,1999.0,66.8,Warning,486.4
9824.7,115.7,14.86,15.3,1713.0,85.6,Failure,190.6
1164.8,102.5,5.88,51.0,1786.0,91.3,Healthy,838.7
4008.7,86.6,7.27,45.0,1663.0,32.4,Healthy,789.3
9696.2,107.3,13.21,24.1,1346.0,35.8,Failure,205.7
8661.8,127.3,13.58,19.6,1748.0,91.1,Failure,175.4
8179.9,115.8,12.89,19.4,1933.0,76.6,Failure,236.5
2616.1,101.5,5.96,41.5,2210.0,86.8,Warning,670.8
1750.3,90.6,4.95,52.4,1854.0,39.2,Healthy,1024.1
6703.0,119.1,10.91,28.8,2042.0,66.1,Failure,251.4
9297.3,110.7,14.23,24.2,1140.0,74.1,Failure,209.1
5589.8,104.6,9.77,35.3,1592.0,72.6,Warning,497.1
5737.5,106.9,8.55,31.9,914.0,53.6,Warning,439.4
2835.8,95.5,5.35,45.0,1270.0,26.1,Healthy,861.3
7706.5,114.0,11.75,26.4,1990.0,65.8,Failure,244.4
1911.1,90.4,5.65,44.3,2388.0,42.7,Healthy,918.3
3270.6,103.3,6.58,46.9,1049.0,56.5,Warning,733.4
4283.1,114.1,9.13,36.9,1502.0,92.0,Warning,442.3
5100.7,107.1,8.73,39.4,2100.0,52.9,Warning,483.4
2462.0,97.5,6.37,41.0,1206.0,83.8,Warning,745.5
1192.6,88.8,3.6,56.0,1733.0,38.2,Healthy,1105.6
6125.7,110.8,10.87,37.0,2000.0,72.1,Warning,396.5
2921.9,107.5,7.7,37.9,1824.0,93.4,Warning,436.6
5833.3,103.4,8.96,37.6,1182.0,32.1,Warning,523.9
1585.9,89.1,4.08,52.2,1433.0,25.6,Healthy,1080.8
4837.3,100.6,8.97,34.4,2076.0,55.4,Warning,441.9
5349.3,103.9,9.2,38.4,1731.0,31.5,Warning,519.0
565.6,93.5,3.81,54.2,908.0,77.4,Healthy,1115.9
3399.2,110.0,8.1,38.0,2041.0,89.0,Warning,558.0
1387.4,95.2,3.87,53.2,953.0,55.4,Healthy,887.0
680.6,85.9,3.54,50.6,2019.0,43.1,Healthy,1216.6
9900.1,114.8,13.87,15.7,1204.0,55.4,Failure,165.9
3257.4,103.6,8.18,42.1,2337.0,75.6,Warning,656.9
8108.3,98.9,11.16,29.6,1452.0,25.6,Warning,361.0
2583.7,98.8,6.07,43.4,1390.0,66.3,Warning,756.4
6831.0,117.5,10.55,30.2,1123.0,67.9,Failure,260.0
7614.3,105.9,11.55,29.0,1358.0,69.6,Failure,240.0
5976.6,105.1,9.93,36.6,2215.0,41.9,Warning,338.7
4742.2,112.0,8.79,35.2,2395.0,75.0,Warning,484.4
4147.8,95.0,7.57,44.2,1452.0,31.4,Warning,703.6
3521.2,94.6,6.36,43.2,1573.0,38.9,Healthy,751.5
9298.8,118.8,14.72,24.3,1983.0,86.4,Failure,176.4
8314.7,120.3,12.75,20.5,2229.0,76.7,Failure,205.0
9652.0,107.5,13.45,28.3,1790.0,26.0,Failure,221.0
1286.8,81.5,4.47,53.8,1487.0,42.4,Healthy,1181.7
7322.1,109.8,10.96,26.0,1519.0,40.0,Failure,210.6
9386.5,117.4,13.04,24.7,1943.0,44.0,Failure,185.6
1853.3,88.5,4.56,50.9,905.0,42.3,Healthy,1038.3
711.6,86.9,2.99,57.3,1829.0,29.4,Healthy,1306.5
7424.2,113.1,11.19,30.7,1433.0,57.1,Failure,241.4
5766.0,112.4,10.77,32.9,2091.0,76.3,Warning,342.5
8426.2,115.9,12.72,21.9,1039.0,67.5,Failure,208.7
1440.7,96.3,5.31,51.5,1782.0,72.1,Healthy,920.7
7962.9,110.4,10.95,27.7,1621.0,30.7,Failure,238.0
2056.2,104.8,6.77,46.3,1863.0,91.6,Warning,735.0
1678.4,97.9,5.37,42.0,997.0,83.7,Healthy,876.2
1684.4,95.5,4.86,49.1,1770.0,81.4,Healthy,1033.9
8155.0,119.3,13.24,21.3,1742.0,82.6,Failure,206.3
6668.7,112.9,11.47,32.6,1741.0,90.3,Failure,277.2
5254.5,103.9,9.77,37.5,1805.0,63.1,Warning,427.2
3620.4,93.8,6.52,44.8,1915.0,39.0,Healthy,789.7
8778.1,114.6,12.21,23.7,2107.0,68.2,Failure,198.4
3954.8,110.9,8.0,35.6,1305.0,77.0,Warning,511.4
8175.2,123.3,13.16,26.5,2138.0,76.7,Failure,191.0
4419.4,109.5,7.55,42.7,1647.0,61.5,Warning,621.9
3800.6,87.1,5.97,46.2,1016.0,29.8,Healthy,856.8
4653.7,98.6,8.91,43.4,988.0,51.0,Warning,626.6
3048.7,99.5,7.14,41.0,1401.0,89.5,Warning,738.2
7488.7,111.7,12.28,25.2,2077.0,65.9,Failure,175.7
5052.1,102.9,8.89,36.9,1962.0,62.7,Warning,615.4
2360.5,99.3,4.96,48.1,2083.0,43.8,Healthy,875.6
9000.8,112.0,12.95,22.1,1676.0,50.8,Failure,160.3
3869.7,110.4,8.12,39.3,1560.0,87.7,Warning,539.0
5458.4,107.8,9.14,34.9,1121.0,71.7,Warning,439.6
9069.4,126.9,13.6,16.2,1392.0,80.1,Failure,167.9
6261.2,101.3,10.18,34.8,1551.0,56.8,Warning,476.6
1213.1,97.3,4.45,51.9,1033.0,69.1,Healthy,1034.6
9401.3,114.8,12.46,22.2,1231.0,42.4,Failure,216.8
6295.7,108.1,10.9,34.2,1797.0,74.4,Warning,349.4
3382.3,103.4,6.37,39.4,2003.0,54.9,Warning,684.0
1435.8,97.5,4.46,50.8,2398.0,56.0,Healthy,1080.4
7950.6,116.5,13.04,21.7,2300.0,70.5,Failure,168.0
6219.7,112.2,11.27,27.2,1864.0,90.5,Failure,246.2
5357.9,95.4,8.37,37.2,1532.0,29.5,Warning,615.2
8944.2,128.1,13.31,16.4,1854.0,82.7,Failure,191.5
7896.5,110.8,11.64,25.7,2078.0,45.5,Failure,213.1
1559.2,93.9,4.49,49.4,1078.0,56.1,Healthy,884.8
3151.6,88.2,5.24,49.4,1515.0,26.5,Healthy,988.1
2522.5,93.5,5.78,46.6,2160.0,46.1,Healthy,905.8
7452.3,114.0,11.69,23.3,1476.0,60.2,Failure,262.7
383.6,80.0,3.61,60.4,1758.0,28.9,Healthy,1153.5
5720.4,105.1,9.52,32.3,1782.0,59.4,Warning,468.3
7636.5,116.2,12.49,24.6,1177.0,89.9,Failure,275.6
8773.8,108.1,11.4,26.6,1443.0,32.4,Failure,230.1
3453.7,102.2,7.7,41.7,1402.0,78.5,Warning,597.9
8221.5,110.1,11.45,28.5,939.0,53.7,Failure,230.5
1150.8,95.1,4.55,51.4,936.0,70.9,Healthy,1002.4
8472.2,114.7,12.44,22.5,2148.0,43.2,Failure,227.2
1318.5,83.7,4.5,59.0,1310.0,36.2,Healthy,1102.8
4003.0,95.2,6.81,43.3,1677.0,36.2,Warning,838.6
7983.1,108.7,11.42,27.6,1348.0,29.9,Failure,214.6
1541.7,95.4,4.78,53.0,2311.0,38.0,Healthy,891.1
2331.1,92.8,5.89,47.5,1289.0,71.5,Healthy,967.1
7236.4,117.0,11.82,27.0,1544.0,86.7,Failure,169.5
7214.4,110.5,11.83,33.8,2209.0,82.0,Failure,243.6
6429.4,113.2,11.04,29.3,2163.0,73.0,Failure,324.0
6954.8,108.2,9.98,30.4,1179.0,32.7,Warning,326.5
5450.1,100.7,9.34,37.1,2104.0,45.2,Warning,463.2
2555.4,91.1,5.8,50.4,1587.0,46.7,Healthy,940.1
3489.7,98.6,7.04,39.8,1624.0,42.5,Warning,700.3
1856.9,87.8,5.43,44.9,1100.0,61.1,Healthy,962.5
9089.1,111.2,12.58,20.9,1021.0,62.5,Failure,229.7
5854.7,107.8,10.08,29.9,1992.0,50.0,Warning,292.7
4038.5,96.9,7.04,40.7,1645.0,49.8,Warning,792.6
4647.0,106.9,9.19,37.6,1555.0,83.0,Warning,492.9
9475.5,125.1,14.72,15.5,1994.0,80.3,Failure,178.6
1575.8,94.7,4.21,46.6,2048.0,46.5,Healthy,932.7
5883.0,111.7,10.24,31.4,1138.0,89.0,Warning,367.1
5083.6,110.8,9.63,36.0,1815.0,91.7,Warning,391.6
6134.0,103.6,9.13,29.7,1103.0,47.9,Warning,429.8
230.2,89.6,4.11,57.3,2027.0,49.8,Healthy,1065.4
8727.6,117.2,12.83,24.6,1885.0,60.4,Failure,183.4
9324.6,124.1,14.47,20.3,2335.0,90.9,Failure,190.1
5673.1,108.4,9.86,35.7,1003.0,86.3,Warning,381.1
6981.7,97.3,10.17,38.6,986.0,32.2,Warning,454.4
9228.9,112.8,13.03,21.3,1323.0,52.5,Failure,190.6
7087.0,106.4,11.46,29.9,1293.0,63.7,Warning,295.4
1567.8,89.0,5.04,49.5,1270.0,60.2,Healthy,970.6
5784.1,105.0,8.67,35.3,2259.0,38.6,Warning,479.2
6086.8,111.8,10.21,34.6,1274.0,85.1,Warning,336.8
4270.1,106.1,7.9,34.9,1308.0,72.4,Warning,447.3
7377.6,116.0,12.47,23.8,2039.0,83.7,Failure,179.4
9347.0,122.9,13.14,21.8,1575.0,85.1,Failure,197.7
9259.4,123.5,15.23,21.4,2065.0,77.4,Failure,150.9
4535.9,100.7,8.02,38.3,998.0,55.7,Warning,651.5
1176.7,92.1,4.87,53.0,1631.0,67.7,Healthy,1085.5
9849.2,110.0,13.61,22.3,950.0,36.2,Failure,224.0
8397.0,114.8,13.4,27.2,994.0,72.2,Failure,258.2
1290.4,91.3,4.92,52.3,2260.0,37.5,Healthy,1019.2
